Price,Close,Volume,log_ret,sma_10,sma_50,vol
Ticker,SPY,SPY,,,,
Date,,,,,,
2010-03-16,87.5968246459961,168673000,0.007934286819038908,86.21228866577148,83.96897201538086,0.005386067657919069
2010-03-17,88.11607360839844,177468100,0.005910214663063294,86.57348251342773,84.02570907592774,0.005413048773834968
2010-03-18,88.0709228515625,196509100,-0.0005125322382640292,86.90457458496094,84.07702880859375,0.005423391328622084
2010-03-19,87.62512969970703,226641100,-0.005074605855281049,87.06993865966797,84.11822814941407,0.0056948772771536526
2010-03-22,88.09358215332031,184477800,0.00533185747225281,87.28064270019532,84.16157287597656,0.005708884155872098
2010-03-23,88.71318817138672,182941600,0.007008878148796713,87.53900756835938,84.21159103393555,0.004593882528334256
2010-03-24,88.28247833251953,196072600,-0.004866906603442457,87.71592407226562,84.25058715820313,0.00476059537108815
2010-03-25,88.138916015625,223396300,-0.001627493639455629,87.8423683166504,84.30281478881835,0.004773663385621382
2010-03-26,88.08604431152344,205808500,-0.0006000478659755685,87.96277160644532,84.33953750610351,0.004811406605245321
2010-03-29,88.64515686035156,134513500,0.0063272858492170675,88.13683166503907,84.38277755737305,0.004557020476714707
2010-03-30,88.70561981201172,145772500,0.0006818459455000234,88.24771118164062,84.44664047241211,0.004576209099166025
2010-03-31,88.40338897705078,161078700,-0.003412939075166859,88.27644271850586,84.48308807373047,0.004752221576181908
2010-04-01,89.00787353515625,161215200,0.006814526753116647,88.37013778686523,84.54923385620117,0.004858877936568446
2010-04-05,89.73319244384766,105847600,0.008115906504037583,88.5809440612793,84.66284439086914,0.0042357381190098724
2010-04-06,89.9448013305664,110384200,0.0023554246138645187,88.76606597900391,84.81816131591796,0.004210453141606959
2010-04-07,89.43096923828125,184576300,-0.005729129370269312,88.83784408569336,84.95477401733399,0.004573513752996365
2010-04-08,89.74076080322266,158704000,0.003458044118663941,88.98367233276367,85.10450439453125,0.004549625104621139
2010-04-09,90.33010864257812,133006500,0.00654575551813805,89.20279159545899,85.25819671630859,0.004644039250563399
2010-04-12,90.47367095947266,110279000,0.0015880458625501536,89.44155426025391,85.43372238159179,0.004624423654795521
2010-04-13,90.54169464111328,125043600,0.0007515791227664657,89.63120803833007,85.62836791992187,0.004615833972795904
2010-04-14,91.56929779052734,161609000,0.011285579660330865,89.91757583618164,85.81843185424805,0.004893185837810213
2010-04-15,91.64485168457031,144615300,0.0008247605170481202,90.2417221069336,85.99014205932617,0.004822825283165389
2010-04-16,90.18656158447266,366786700,-0.016040367735289107,90.35959091186524,86.1409634399414,0.006273920950997215
2010-04-19,90.52661895751953,217947800,0.0037635082666110597,90.43893356323242,86.3496044921875,0.006119023139538451
2010-04-20,91.33502960205078,157708000,0.008890450247931135,90.57795639038086,86.57110183715821,0.006281937973791739
2010-04-21,91.16883087158203,192910100,-0.001821317926977411,90.75174255371094,86.80086380004883,0.006206931660088879
2010-04-22,91.44081115722656,115360300,0.002978818464761038,90.92174758911133,87.0160498046875,0.006037952132083715
2010-04-23,92.0377426147461,177335500,0.006506848363183593,91.09251098632812,87.24633453369141,0.006071807210156875
2010-04-26,91.69019317626953,143457300,-0.0037833098329035438,91.21416320800782,87.45281295776367,0.006188679589630568
2010-04-27,89.52164459228516,355853300,-0.023934993838375256,91.112158203125,87.61727523803711,0.008385796811435814
2010-04-28,90.20166778564453,300674100,0.0075674816982502875,90.97539520263672,87.76975280761718,0.008534039086708816
2010-04-29,91.31993103027344,193775000,0.012321149647398071,90.94290313720703,87.93677093505859,0.008841399003487386
2010-04-30,89.77100372314453,270000900,-0.017107041648786174,90.90134735107422,88.06302703857422,0.009680375873865617
2010-05-03,90.93456268310547,182747900,0.012878131692899487,90.94214172363282,88.2090934753418,0.009934688454331896
2010-05-04,88.7962875366211,360353400,-0.023795314348021554,90.68826751708984,88.31209350585938,0.01132421141855746
2010-05-05,88.26737213134766,328973200,-0.005974314316716034,90.3981216430664,88.42483200073242,0.011330138959905095
2010-05-06,85.33573150634766,647356600,-0.03377726878087187,89.78761367797851,88.46373733520508,0.013474978893410901
2010-05-07,84.06635284423828,637558800,-0.01498685716940123,88.99047470092773,88.47951248168945,0.013572659849099611
2010-05-10,87.76868438720703,396159600,0.04309836533250897,88.59832382202148,88.56828170776367,0.017117593656301874
2010-05-11,87.51934814453125,317849800,-0.0028448765981081356,88.3980941772461,88.63475662231446,0.017111389318645386
2010-05-12,88.74339294433594,235607100,0.01388908931511824,88.25226669311523,88.72104751586915,0.01722488390872947
2010-05-13,87.64025115966797,234452500,-0.012508599352616152,87.8842987060547,88.78376983642578,0.017384711416878525
2010-05-14,86.05349731445312,345601400,-0.018271215884831455,87.51254806518554,88.80963973999023,0.017484825309048328
2010-05-17,86.0988540649414,325739800,0.0005269373456051545,87.02897720336914,88.81218704223633,0.01744022866285541
2010-05-18,84.92768096923828,360556800,-0.01369601977719703,86.64211654663086,88.79100982666016,0.01739455011158224
2010-05-19,84.44412231445312,394742700,-0.005710040978028111,86.25979156494141,88.7573014831543,0.01739492364073241
2010-05-20,81.25556182861328,530418300,-0.03849076909734711,85.85177459716797,88.65214645385743,0.01894314355137737
2010-05-21,82.44181823730469,500909400,0.014493538917036175,85.6893211364746,88.56349334716796,0.019299389433783787
2010-05-24,81.38398742675781,269823000,-0.012914272060671387,85.05085144042968,88.45353286743165,0.019364401926106695
2010-05-25,81.46713256835938,396505200,0.0010211185385590514,84.4456298828125,88.34478439331055,0.018944806919778335
2010-05-26,80.97598266601562,349719300,-0.00604705712872649,83.66888885498047,88.21236755371093,0.01872358754702578
2010-05-27,83.6884994506836,300870500,0.03294896562354482,83.27371368408203,88.12381607055664,0.020256246109419965
2010-05-28,82.63826751708984,297933500,-0.012628705657589022,82.9321907043457,88.01516296386718,0.020132333902916938
2010-06-01,81.24800872802734,277909400,-0.016966547427640286,82.4471061706543,87.88762054443359,0.019909409447933995
2010-06-02,83.36363220214844,240243700,0.025705836591609067,82.29070129394532,87.79302154541016,0.020597537472011256
2010-06-03,83.65074157714844,226618300,0.0034381430930237543,82.21136322021485,87.69177261352539,0.02063726127401812
2010-06-04,80.71153259277344,398475600,-0.035768820592091424,82.15696029663086,87.54035369873047,0.02079934483799959
2010-06-07,79.70663452148438,264609100,-0.012528646025353021,81.88344192504883,87.37170806884765,0.02073059808843374
2010-06-08,80.56040954589844,357774300,0.010654506120982378,81.80108413696288,87.22119537353515,0.01805844357058528
